book_id	language	TF_language_val
3772	eng	1.0
2612	en-us	1.0
7260	en-us	1.0
9860	eng	1.0
4273	eng	1.0
7800	en-us	1.0
1862	eng	1.0
2640	en-us	1.0
5367	en-us	1.0
2487	eng	1.0
2007	eng	1.0
5777	eng	1.0
3504	eng	1.0
2959	eng	1.0
1857	eng	1.0
6401	en-us	1.0
2911	eng	1.0
1945	eng	1.0
3611	eng	1.0
6580	en-us	1.0
1560	eng	1.0
5084	eng	1.0
4232	eng	1.0
1662	eng	1.0
4854	eng	1.0
7429	eng	1.0
3717	eng	1.0
5231	eng	1.0
2701	en-us	1.0
7986	eng	1.0
3824	eng	1.0
7328	eng	1.0
7150	eng	1.0
3277	eng	1.0
4959	eng	1.0
2121	en-us	1.0
1870	en-us	1.0
2429	eng	1.0
2354	eng	1.0
3940	en-us	1.0
3058	eng	1.0
3829	eng	1.0
3476	eng	1.0
3831	en-us	1.0
1576	en-us	1.0
9360	eng	1.0
8371	eng	1.0
9147	eng	1.0
7047	eng	1.0
3929	eng	1.0
4304	en-us	1.0
3782	eng	1.0
8195	eng	1.0
5717	en-us	1.0
4588	eng	1.0
5418	eng	1.0
2668	eng	1.0
9616	en-us	1.0
6935	en-us	1.0
4028	en-us	1.0
6263	en-us	1.0
8478	eng	1.0
5568	eng	1.0
4214	eng	1.0
3102	eng	1.0
6632	en-us	1.0
4844	en-us	1.0
6658	en-us	1.0
8266	en-us	1.0
7313	eng	1.0
9888	eng	1.0
3610	en-us	1.0
9767	eng	1.0
3279	eng	1.0
3886	en-us	1.0
6458	en-us	1.0
9901	eng	1.0
2005	eng	1.0
3724	eng	1.0
5106	eng	1.0
7620	en-us	1.0
4585	eng	1.0
2030	en-gb	1.0
3817	eng	1.0
7647	eng	1.0
4967	en-us	1.0
3309	eng	1.0
5728	eng	1.0
6582	eng	1.0
7055	eng	1.0
3416	eng	1.0
2177	eng	1.0
2014	eng	1.0
7645	eng	1.0
6514	eng	1.0
3094	eng	1.0
1635	eng	1.0
3375	eng	1.0
1815	eng	1.0
1864	eng	1.0
3625	en-us	1.0
7106	en-us	1.0
8334	eng	1.0
4363	eng	1.0
9716	en-us	1.0
3369	eng	1.0
1583	en-us	1.0
1732	eng	1.0
8057	eng	1.0
4417	en-us	1.0
5680	eng	1.0
3823	en-us	1.0
7558	en-us	1.0
9058	eng	1.0
3159	eng	1.0
6181	eng	1.0
9038	en-us	1.0
3420	eng	1.0
5772	en-us	1.0
1506	eng	1.0
6287	en-us	1.0
1416	en-us	1.0
2971	eng	1.0
3970	en-us	1.0
4874	eng	1.0
5398	eng	1.0
5993	eng	1.0
1680	eng	1.0
8016	eng	1.0
1753	eng	1.0
3788	en-us	1.0
4756	eng	1.0
4140	en-us	1.0
4586	eng	1.0
6425	eng	1.0
9119	eng	1.0
5336	eng	1.0
8210	en-us	1.0
6863	eng	1.0
5057	en-us	1.0
2550	en-us	1.0
7204	eng	1.0
1517	eng	1.0
4211	eng	1.0
3323	eng	1.0
2514	eng	1.0
3060	eng	1.0
6561	en-us	1.0
3109	eng	1.0
2175	eng	1.0
3488	eng	1.0
3179	eng	1.0
6628	eng	1.0
3712	eng	1.0
6670	en-gb	1.0
3259	eng	1.0
1888	en-us	1.0
9215	eng	1.0
8881	eng	1.0
4995	en-us	1.0
2423	en-us	1.0
5911	eng	1.0
8894	en-us	1.0
3052	en-us	1.0
3350	en-us	1.0
6279	eng	1.0
3195	en-us	1.0
2616	eng	1.0
2441	eng	1.0
9043	eng	1.0
9985	eng	1.0
3404	eng	1.0
2697	en-us	1.0
6377	eng	1.0
3705	eng	1.0
3870	eng	1.0
1634	eng	1.0
8212	eng	1.0
3938	en-us	1.0
7253	eng	1.0
5168	en-us	1.0
3668	eng	1.0
4328	eng	1.0
6942	eng	1.0
3947	en-us	1.0
8963	eng	1.0
7099	eng	1.0
5081	eng	1.0
3896	en-us	1.0
5404	eng	1.0
8440	eng	1.0
7333	eng	1.0
3974	eng	1.0
7075	eng	1.0
2648	eng	1.0
4511	eng	1.0
7513	eng	1.0
8470	en-us	1.0
9483	en-gb	1.0
9191	en-us	1.0
5672	eng	1.0
7383	en-us	1.0
4724	eng	1.0
1529	eng	1.0
1903	eng	1.0
7139	en-us	1.0
2067	eng	1.0
3292	eng	1.0
8585	eng	1.0
4415	jpn	1.0
3696	en-us	1.0
3999	en-us	1.0
7115	eng	1.0
1879	eng	1.0
7345	eng	1.0
6615	eng	1.0
5334	eng	1.0
4072	eng	1.0
5275	en-us	1.0
5616	eng	1.0
2888	eng	1.0
2904	eng	1.0
2832	eng	1.0
6767	eng	1.0
5656	eng	1.0
8335	eng	1.0
9938	eng	1.0
2320	eng	1.0
1615	eng	1.0
6366	eng	1.0
5202	eng	1.0
4163	eng	1.0
5067	eng	1.0
5960	en-us	1.0
1708	en-us	1.0
9611	eng	1.0
2515	en-us	1.0
6748	eng	1.0
2327	eng	1.0
7010	eng	1.0
3015	eng	1.0
3017	eng	1.0
2665	eng	1.0
5063	eng	1.0
6127	eng	1.0
6286	eng	1.0
5555	eng	1.0
2178	eng	1.0
6122	eng	1.0
5790	en-us	1.0
9109	eng	1.0
2963	en-us	1.0
3140	en-us	1.0
3392	eng	1.0
8637	en-us	1.0
8726	eng	1.0
9963	en-us	1.0
2859	en-us	1.0
1962	en-us	1.0
5969	eng	1.0
3132	eng	1.0
4638	en-us	1.0
2254	eng	1.0
2290	eng	1.0
3545	eng	1.0
1952	eng	1.0
1538	eng	1.0
2615	eng	1.0
4568	eng	1.0
7605	eng	1.0
8305	eng	1.0
7811	eng	1.0
1483	eng	1.0
8979	eng	1.0
5926	en-us	1.0
